Activity database,Activity code,Activity name,Activity unit,Activity type,Exchange database,Exchange input,Exchange amount,Exchange unit,Exchange type,Exchange uncertainty type,Exchange loc,Exchange scale,pedigree,scale without pedigree,Exchange's common name,Exchange location,Exchange category,comment
Demand vector,FPIOLPBCO_Ev5,FPIOLPBCO_Virgin_production_5,unit,process,ecoinvent 3_5 cut_off,533b4e17b46ad042bc644e3e5bc58a76,1,kilowatt hour,technosphere,0,1,,,,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",CA-QC,,Electricl efficiency referring to the LHV of the fuel input
Demand vector,FPIOLPBCO_Erc5,FPIOLPBCO_Recycled_production_5,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,0.1447,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLPBCO_Erc5,FPIOLPBCO_Recycled_production_5,unit,process,Modified dataset,Recycled_WC_cogeneration_CO,1,kilowatt hour,technosphere,0,1,,,,"recycled WC - heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",,,
Demand vector,FPIOLPBCO_Etot_5_LCI,FPIOLPBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLPBCO_Ev5,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLPBCO_Etot_5_LCI,FPIOLPBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLPBCO_Erc5,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLPBCO_Etot_5_LCI,FPIOLPBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLPBCO_Etot_4_LCI,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Ev1,FPIOLSBCO_Virgin_production_1,unit,process,ecoinvent 3_5 cut_off,9c937e39c42a12dceaa8dd4c2b3ae632,1,cubic meter,technosphere,0,1,,,,"sawnwood, beam, softwood, dried (u=20%), planed",CA-QC,,
Demand vector,FPIOLSBCO_ASB1,FPIOLSBCO_Assembling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,32,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_DSB1,FPIOLSBCO_Disassembly_deconst_1,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,17.95,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,FPIOLSBCO_E_rre1,FPIOLSBCO_Recycling_EOL_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_E_rre1,FPIOLSBCO_Recycling_EOL_1,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed1,FPIOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed1,FPIOLSBCO_Landfilling_1,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed1,FPIOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,16,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed1,FPIOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-500,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPIOLSBCO_Etot_1_LCI,FPIOLSBCO_Inventaire_tot_1,unit,process,Demand vector,FPIOLSBCO_Ev1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_1_LCI,FPIOLSBCO_Inventaire_tot_1,unit,process,Demand vector,FPIOLSBCO_ASB1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_1_LCI,FPIOLSBCO_Inventaire_tot_1,unit,process,Demand vector,FPIOLSBCO_DSB1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_1_LCI,FPIOLSBCO_Inventaire_tot_1,unit,process,Demand vector,FPIOLSBCO_E_rre1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_1_LCI,FPIOLSBCO_Inventaire_tot_1,unit,process,Demand vector,FPIOLSBCO_Ed1,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Ev2,FPIOLSBCO_Virgin_production_2,unit,process,ecoinvent 3_5 cut_off,66e73ad57121ccaedce217f4afb15cf6,1,cubic meter,technosphere,0,1,,,,"glued laminated timber, for indoor use",CA-QC,,EcoSpold01Location=RER
Demand vector,FPIOLSBCO_Erc2,FPIOLSBCO_Recycled_production_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,511.03,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Erc2,FPIOLSBCO_Recycled_production_2,unit,process,Modified dataset,Recyc_glulam_CO,1,cubic meter,technosphere,0,1,,,,"recycled glued laminated timber, for indoor use",,,EcoSpold01Location=RER
Demand vector,FPIOLSBCO_ASB2,FPIOLSBCO_Assembling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,349,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_DSB2,FPIOLSBCO_Disassembly_deconst_2,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,127,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,FPIOLSBCO_E_rre2,FPIOLSBCO_Recycling_EOL_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_E_rre2,FPIOLSBCO_Recycling_EOL_2,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed2,FPIOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed2,FPIOLSBCO_Landfilling_2,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed2,FPIOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,16,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed2,FPIOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-500,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_Ev2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_Erc2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_ASB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_DSB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_E_rre2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_Ed2,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_2_LCI,FPIOLSBCO_Inventaire_tot_2,unit,process,Demand vector,FPIOLSBCO_Etot_1_LCI,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Ev3,FPIOLSBCO_Virgin_production_3,unit,process,ecoinvent 3_5 cut_off,c15a4a17f898287098f93e1dfb19350b,1,cubic meter,technosphere,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Demand vector,FPIOLSBCO_Erc3,FPIOLSBCO_Recycled_production_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,10.3435,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Erc3,FPIOLSBCO_Recycled_production_3,unit,process,Modified dataset,Recyc_OSB_CO,1,cubic meter,technosphere,0,1,,,,recycled oriented strand board,,,
Demand vector,FPIOLSBCO_ASB3,FPIOLSBCO_Assembling_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,24.5,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_DSB3,FPIOLSBCO_Disassembly_deconst_3,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,179,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,FPIOLSBCO_E_rre3,FPIOLSBCO_Recycling_EOL_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_E_rre3,FPIOLSBCO_Recycling_EOL_3,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed3,FPIOLSBCO_Landfilling_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed3,FPIOLSBCO_Landfilling_3,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed3,FPIOLSBCO_Landfilling_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,22.4,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed3,FPIOLSBCO_Landfilling_3,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-700,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_Ev3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_Erc3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_ASB3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_DSB3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_E_rre3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_Ed3,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_3_LCI,FPIOLSBCO_Inventaire_tot_3,unit,process,Demand vector,FPIOLSBCO_Etot_2_LCI,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Ev4,FPIOLSBCO_Virgin_production_4,unit,process,Modified dataset,PB_product_Qc_CO,1,cubic meter,technosphere,0,1,,,,"particle board, for indoor use",,,
Demand vector,FPIOLSBCO_Ev4,FPIOLSBCO_Virgin_production_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,21,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Erc4,FPIOLSBCO_Recycled_production_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,176.277,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Erc4,FPIOLSBCO_Recycled_production_4,unit,process,Modified dataset,Recyc_PB_CO,1,cubic meter,technosphere,0,1,,,,"recycled particle board, for indoor use",,,
Demand vector,FPIOLSBCO_Erc4,FPIOLSBCO_Recycled_production_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,173.6,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_ASB4,FPIOLSBCO_Assembling_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,0,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_DSB4,FPIOLSBCO_Disassembly_deconst_4,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,179,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,FPIOLSBCO_E_rre4,FPIOLSBCO_Recycling_EOL_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_E_rre4,FPIOLSBCO_Recycling_EOL_4,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed4,FPIOLSBCO_Landfilling_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed4,FPIOLSBCO_Landfilling_4,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,FPIOLSBCO_Ed4,FPIOLSBCO_Landfilling_4,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,22.4,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ed4,FPIOLSBCO_Landfilling_4,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-700,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_Ev4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_Erc4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_ASB4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_DSB4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_E_rre4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_Ed4,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_4_LCI,FPIOLSBCO_Inventaire_tot_4,unit,process,Demand vector,FPIOLSBCO_Etot_3_LCI,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Ev5,FPIOLSBCO_Virgin_production_5,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,0.1178,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Ev5,FPIOLSBCO_Virgin_production_5,unit,process,ecoinvent 3_5 cut_off,533b4e17b46ad042bc644e3e5bc58a76,1,kilowatt hour,technosphere,0,1,,,,"heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",CA-QC,,Electricl efficiency referring to the LHV of the fuel input
Demand vector,FPIOLSBCO_Erc5,FPIOLSBCO_Recycled_production_5,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,0.1447,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,FPIOLSBCO_Erc5,FPIOLSBCO_Recycled_production_5,unit,process,Modified dataset,Recycled_WC_cogeneration_CO,1,kilowatt hour,technosphere,0,1,,,,"recycled WC - heat and power co-generation, wood chips, 6667 kW, state-of-the-art 2014",,,
Demand vector,FPIOLSBCO_Etot_5_LCI,FPIOLSBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLSBCO_Ev5,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_5_LCI,FPIOLSBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLSBCO_Erc5,1,unit,technosphere,0,1,,,,,,,
Demand vector,FPIOLSBCO_Etot_5_LCI,FPIOLSBCO_Inventaire_tot_5,unit,process,Demand vector,FPIOLSBCO_Etot_4_LCI,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Ev1,PVOLSBCO_Virgin_production_1,unit,process,ecoinvent 3_5 cut_off,9c937e39c42a12dceaa8dd4c2b3ae632,1,cubic meter,technosphere,0,1,,,,"sawnwood, beam, softwood, dried (u=20%), planed",CA-QC,,
Demand vector,PVOLSBCO_ASB1,PVOLSBCO_Assembling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,32,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_DSB1,PVOLSBCO_Disassembly_deconst_1,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,17.95,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,PVOLSBCO_E_rre1,PVOLSBCO_Recycling_EOL_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_E_rre1,PVOLSBCO_Recycling_EOL_1,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBCO_Ed1,PVOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_Ed1,PVOLSBCO_Landfilling_1,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBCO_Ed1,PVOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,16,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_Ed1,PVOLSBCO_Landfilling_1,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-500,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,PVOLSBCO_Etot_1_LCI,PVOLSBCO_Inventaire_tot_1,unit,process,Demand vector,PVOLSBCO_Ev1,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_1_LCI,PVOLSBCO_Inventaire_tot_1,unit,process,Demand vector,PVOLSBCO_ASB1,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_1_LCI,PVOLSBCO_Inventaire_tot_1,unit,process,Demand vector,PVOLSBCO_DSB1,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_1_LCI,PVOLSBCO_Inventaire_tot_1,unit,process,Demand vector,PVOLSBCO_E_rre1,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_1_LCI,PVOLSBCO_Inventaire_tot_1,unit,process,Demand vector,PVOLSBCO_Ed1,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Ev2,PVOLSBCO_Virgin_production_2,unit,process,ecoinvent 3_5 cut_off,66e73ad57121ccaedce217f4afb15cf6,1,cubic meter,technosphere,0,1,,,,"glued laminated timber, for indoor use",CA-QC,,EcoSpold01Location=RER
Demand vector,PVOLSBCO_ASB2,PVOLSBCO_Assembling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,349,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_DSB2,PVOLSBCO_Disassembly_deconst_2,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,17.95,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,PVOLSBCO_E_rre2,PVOLSBCO_Recycling_EOL_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_E_rre2,PVOLSBCO_Recycling_EOL_2,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBCO_Ed2,PVOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,25,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_Ed2,PVOLSBCO_Landfilling_2,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBCO_Ed2,PVOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,16,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_Ed2,PVOLSBCO_Landfilling_2,unit,process,ecoinvent 3_5 cut_off,954fe45cf79848d83950947f57f6e999,-500,kilogram,technosphere,0,-1,,,,"waste wood, untreated",RoW,,EcoSpold01Location=CH
Demand vector,PVOLSBCO_Etot_2_LCI,PVOLSBCO_Inventaire_tot_2,unit,process,Demand vector,PVOLSBCO_Ev2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_2_LCI,PVOLSBCO_Inventaire_tot_2,unit,process,Demand vector,PVOLSBCO_ASB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_2_LCI,PVOLSBCO_Inventaire_tot_2,unit,process,Demand vector,PVOLSBCO_DSB2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_2_LCI,PVOLSBCO_Inventaire_tot_2,unit,process,Demand vector,PVOLSBCO_E_rre2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Etot_2_LCI,PVOLSBCO_Inventaire_tot_2,unit,process,Demand vector,PVOLSBCO_Ed2,1,unit,technosphere,0,1,,,,,,,
Demand vector,PVOLSBCO_Ev3,PVOLSBCO_Virgin_production_3,unit,process,ecoinvent 3_5 cut_off,c15a4a17f898287098f93e1dfb19350b,1,cubic meter,technosphere,0,1,,,,oriented strand board,CA-QC,,EcoSpold01Location=RER
Demand vector,PVOLSBCO_ASB3,PVOLSBCO_Assembling_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,24.5,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_DSB3,PVOLSBCO_Disassembly_deconst_3,unit,process,ecoinvent 3_5 cut_off,922b4db1bbc68f3374d9088f4eb0d281,25.13,megajoule,technosphere,0,1,,,,"diesel, burned in building machine",GLO,,EcoSpold01Location=GLO
Demand vector,PVOLSBCO_E_rre3,PVOLSBCO_Recycling_EOL_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_E_rre3,PVOLSBCO_Recycling_EOL_3,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
Demand vector,PVOLSBCO_Ed3,PVOLSBCO_Landfilling_3,unit,process,ecoinvent 3_5 cut_off,3cbb8ab87c854ab11385ac7cb6126e4a,35,ton kilometer,technosphere,0,1,,,,"transport, freight, lorry 3.5-7.5 metric ton, EURO6",RoW,,
Demand vector,PVOLSBCO_Ed3,PVOLSBCO_Landfilling_3,unit,process,Modified dataset,SC_600_CO,1,cubic meter,technosphere,0,1,,,,Sorting center density of 600,,,
